year,term,value,source,corpus,smoothing,case_sensitive
1826,artificial arguments,4.773160533488863e-9,Google Books Ngram Viewer,en,0,false
1827,artificial arguments,2.278229160879164e-9,Google Books Ngram Viewer,en,0,false
1828,artificial arguments,1.0623416590860302e-9,Google Books Ngram Viewer,en,0,false
1829,artificial arguments,1.100133539821968e-9,Google Books Ngram Viewer,en,0,false
1830,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1831,artificial arguments,3.937100867545951e-9,Google Books Ngram Viewer,en,0,false
1832,artificial arguments,3.685381000373411e-9,Google Books Ngram Viewer,en,0,false
1833,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1834,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1835,artificial arguments,2.927056153012586e-9,Google Books Ngram Viewer,en,0,false
1836,artificial arguments,1.463445253868656e-9,Google Books Ngram Viewer,en,0,false
1837,artificial arguments,7.704495930127564e-10,Google Books Ngram Viewer,en,0,false
1838,artificial arguments,2.281460131925428e-9,Google Books Ngram Viewer,en,0,false
1839,artificial arguments,7.166784388168423e-10,Google Books Ngram Viewer,en,0,false
1840,artificial arguments,1.4411215554233081e-9,Google Books Ngram Viewer,en,0,false
1841,artificial arguments,2.655651698546535e-9,Google Books Ngram Viewer,en,0,false
1842,artificial arguments,6.475552871698653e-10,Google Books Ngram Viewer,en,0,false
1843,artificial arguments,1.939256311089821e-9,Google Books Ngram Viewer,en,0,false
1844,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1845,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1846,artificial arguments,5.072017250640215e-10,Google Books Ngram Viewer,en,0,false
1847,artificial arguments,5.044337725301773e-10,Google Books Ngram Viewer,en,0,false
1848,artificial arguments,1.092867019103494e-9,Google Books Ngram Viewer,en,0,false
1849,artificial arguments,1.055223242119041e-9,Google Books Ngram Viewer,en,0,false
1850,artificial arguments,9.50660550280702e-10,Google Books Ngram Viewer,en,0,false
1851,artificial arguments,9.002400491731066e-10,Google Books Ngram Viewer,en,0,false
1852,artificial arguments,2.1176659037447365e-9,Google Books Ngram Viewer,en,0,false
1853,artificial arguments,7.951469482847529e-10,Google Books Ngram Viewer,en,0,false
1854,artificial arguments,1.6009065184618976e-9,Google Books Ngram Viewer,en,0,false
1855,artificial arguments,4.0993441974279676e-10,Google Books Ngram Viewer,en,0,false
1856,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1857,artificial arguments,8.477481494573169e-10,Google Books Ngram Viewer,en,0,false
1858,artificial arguments,1.2720201558735766e-9,Google Books Ngram Viewer,en,0,false
1859,artificial arguments,4.047120416572625e-9,Google Books Ngram Viewer,en,0,false
1860,artificial arguments,2.689115846665757e-9,Google Books Ngram Viewer,en,0,false
1861,artificial arguments,6.3105554948261755e-9,Google Books Ngram Viewer,en,0,false
1862,artificial arguments,4.306465850589802e-9,Google Books Ngram Viewer,en,0,false
1863,artificial arguments,1.4133998416099303e-9,Google Books Ngram Viewer,en,0,false
1864,artificial arguments,2.5319255025912923e-9,Google Books Ngram Viewer,en,0,false
1865,artificial arguments,1.7014419873007114e-9,Google Books Ngram Viewer,en,0,false
1866,artificial arguments,1.123209303344197e-9,Google Books Ngram Viewer,en,0,false
1867,artificial arguments,3.5893943373110915e-9,Google Books Ngram Viewer,en,0,false
1868,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1869,artificial arguments,3.532800163519312e-10,Google Books Ngram Viewer,en,0,false
1870,artificial arguments,9.202190676127486e-10,Google Books Ngram Viewer,en,0,false
1871,artificial arguments,3.4828789852170416e-10,Google Books Ngram Viewer,en,0,false
1872,artificial arguments,2.5395576752629268e-9,Google Books Ngram Viewer,en,0,false
1873,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1874,artificial arguments,3.0490587832332494e-10,Google Books Ngram Viewer,en,0,false
1875,artificial arguments,6.174165623207273e-10,Google Books Ngram Viewer,en,0,false
1876,artificial arguments,2.853105529609934e-10,Google Books Ngram Viewer,en,0,false
1877,artificial arguments,2.959941181046588e-10,Google Books Ngram Viewer,en,0,false
1878,artificial arguments,8.192957978714333e-10,Google Books Ngram Viewer,en,0,false
1879,artificial arguments,8.184334876482069e-10,Google Books Ngram Viewer,en,0,false
1880,artificial arguments,2.502298923623414e-10,Google Books Ngram Viewer,en,0,false
1881,artificial arguments,7.78414499524871e-10,Google Books Ngram Viewer,en,0,false
1882,artificial arguments,2.3875582066956724e-10,Google Books Ngram Viewer,en,0,false
1883,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1884,artificial arguments,4.3525569259905694e-10,Google Books Ngram Viewer,en,0,false
1885,artificial arguments,4.470714909388107e-10,Google Books Ngram Viewer,en,0,false
1886,artificial arguments,2.2591496728896487e-10,Google Books Ngram Viewer,en,0,false
1887,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1888,artificial arguments,1.985013403649205e-10,Google Books Ngram Viewer,en,0,false
1889,artificial arguments,5.701403515967485e-10,Google Books Ngram Viewer,en,0,false
1890,artificial arguments,1.9396623196499263e-10,Google Books Ngram Viewer,en,0,false
1891,artificial arguments,1.8880322305570019e-10,Google Books Ngram Viewer,en,0,false
1892,artificial arguments,1.838411783916527e-10,Google Books Ngram Viewer,en,0,false
1893,artificial arguments,1.7341679481308603e-10,Google Books Ngram Viewer,en,0,false
1894,artificial arguments,1.3934732256970506e-9,Google Books Ngram Viewer,en,0,false
1895,artificial arguments,3.19708565177379e-10,Google Books Ngram Viewer,en,0,false
1896,artificial arguments,1.2754554218341596e-9,Google Books Ngram Viewer,en,0,false
1897,artificial arguments,9.255218258452658e-10,Google Books Ngram Viewer,en,0,false
1898,artificial arguments,3.004415050078535e-10,Google Books Ngram Viewer,en,0,false
1899,artificial arguments,7.063828688647078e-10,Google Books Ngram Viewer,en,0,false
1900,artificial arguments,1.0876126665948505e-9,Google Books Ngram Viewer,en,0,false
1901,artificial arguments,1.5594676661123685e-9,Google Books Ngram Viewer,en,0,false
1902,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1903,artificial arguments,1.0142148232361592e-9,Google Books Ngram Viewer,en,0,false
1904,artificial arguments,3.755595834320502e-10,Google Books Ngram Viewer,en,0,false
1905,artificial arguments,1.2109742375532306e-10,Google Books Ngram Viewer,en,0,false
1906,artificial arguments,5.750067089138611e-10,Google Books Ngram Viewer,en,0,false
1907,artificial arguments,1.5366429795271586e-9,Google Books Ngram Viewer,en,0,false
1908,artificial arguments,3.3724947834379293e-10,Google Books Ngram Viewer,en,0,false
1909,artificial arguments,5.561459626157728e-10,Google Books Ngram Viewer,en,0,false
1910,artificial arguments,4.1415698648350485e-10,Google Books Ngram Viewer,en,0,false
1911,artificial arguments,1.908194297017829e-10,Google Books Ngram Viewer,en,0,false
1912,artificial arguments,2.0068033346198888e-10,Google Books Ngram Viewer,en,0,false
1913,artificial arguments,9.770457359836726e-11,Google Books Ngram Viewer,en,0,false
1914,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1915,artificial arguments,1.096037705039521e-9,Google Books Ngram Viewer,en,0,false
1916,artificial arguments,4.949775034290838e-10,Google Books Ngram Viewer,en,0,false
1917,artificial arguments,9.905815057109635e-11,Google Books Ngram Viewer,en,0,false
1918,artificial arguments,1.0754185042483044e-10,Google Books Ngram Viewer,en,0,false
1919,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1920,artificial arguments,1.916526937151275e-10,Google Books Ngram Viewer,en,0,false
1921,artificial arguments,3.821988281416111e-10,Google Books Ngram Viewer,en,0,false
1922,artificial arguments,9.4635868586046e-11,Google Books Ngram Viewer,en,0,false
1923,artificial arguments,4.963169319971428e-10,Google Books Ngram Viewer,en,0,false
1924,artificial arguments,1.324782367140287e-10,Google Books Ngram Viewer,en,0,false
1925,artificial arguments,2.642658314400137e-10,Google Books Ngram Viewer,en,0,false
1926,artificial arguments,2.460805170745317e-10,Google Books Ngram Viewer,en,0,false
1927,artificial arguments,1.2525012971220661e-10,Google Books Ngram Viewer,en,0,false
1928,artificial arguments,3.549538440950073e-10,Google Books Ngram Viewer,en,0,false
1929,artificial arguments,2.293021883481572e-10,Google Books Ngram Viewer,en,0,false
1930,artificial arguments,2.3187936293300737e-10,Google Books Ngram Viewer,en,0,false
1931,artificial arguments,4.459820845958973e-10,Google Books Ngram Viewer,en,0,false
1932,artificial arguments,3.6566299987939033e-10,Google Books Ngram Viewer,en,0,false
1933,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1934,artificial arguments,7.828032666523654e-10,Google Books Ngram Viewer,en,0,false
1935,artificial arguments,1.2315781727778585e-10,Google Books Ngram Viewer,en,0,false
1936,artificial arguments,3.0720692656416304e-10,Google Books Ngram Viewer,en,0,false
1937,artificial arguments,6.873456803724309e-10,Google Books Ngram Viewer,en,0,false
1938,artificial arguments,4.585024859782294e-10,Google Books Ngram Viewer,en,0,false
1939,artificial arguments,3.3062147464235636e-10,Google Books Ngram Viewer,en,0,false
1940,artificial arguments,3.37931571614547e-10,Google Books Ngram Viewer,en,0,false
1941,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1942,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1943,artificial arguments,1.2833777096599164e-10,Google Books Ngram Viewer,en,0,false
1944,artificial arguments,1.3199671911046096e-10,Google Books Ngram Viewer,en,0,false
1945,artificial arguments,1.0140578377004772e-9,Google Books Ngram Viewer,en,0,false
1946,artificial arguments,2.3147360625475066e-9,Google Books Ngram Viewer,en,0,false
1947,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1948,artificial arguments,8.474491872134671e-10,Google Books Ngram Viewer,en,0,false
1949,artificial arguments,9.63457168212667e-10,Google Books Ngram Viewer,en,0,false
1950,artificial arguments,6.812354430563161e-10,Google Books Ngram Viewer,en,0,false
1951,artificial arguments,5.262218438772948e-10,Google Books Ngram Viewer,en,0,false
1952,artificial arguments,2.623474978924456e-10,Google Books Ngram Viewer,en,0,false
1953,artificial arguments,0,Google Books Ngram Viewer,en,0,false
1954,artificial arguments,5.161119309704532e-10,Google Books Ngram Viewer,en,0,false
1955,artificial arguments,3.2362698632049103e-10,Google Books Ngram Viewer,en,0,false
1956,artificial arguments,3.907417167603455e-10,Google Books Ngram Viewer,en,0,false
1957,artificial arguments,2.9946950474979417e-10,Google Books Ngram Viewer,en,0,false
1958,artificial arguments,8.384435923325384e-10,Google Books Ngram Viewer,en,0,false
1959,artificial arguments,2.8086799552795583e-10,Google Books Ngram Viewer,en,0,false
1960,artificial arguments,1.983777031533407e-10,Google Books Ngram Viewer,en,0,false
1961,artificial arguments,2.525592235347318e-10,Google Books Ngram Viewer,en,0,false
1962,artificial arguments,1.3682881494503363e-9,Google Books Ngram Viewer,en,0,false
1963,artificial arguments,1.4474561549349119e-9,Google Books Ngram Viewer,en,0,false
1964,artificial arguments,8.123162698048247e-10,Google Books Ngram Viewer,en,0,false
1965,artificial arguments,4.910181150563631e-10,Google Books Ngram Viewer,en,0,false
1966,artificial arguments,5.459399599061499e-10,Google Books Ngram Viewer,en,0,false
1967,artificial arguments,1.3291906464374392e-9,Google Books Ngram Viewer,en,0,false
1968,artificial arguments,8.244643301402732e-10,Google Books Ngram Viewer,en,0,false
1969,artificial arguments,1.0313849774234995e-9,Google Books Ngram Viewer,en,0,false
1970,artificial arguments,8.973429083125595e-10,Google Books Ngram Viewer,en,0,false
1971,artificial arguments,4.1445002985085466e-10,Google Books Ngram Viewer,en,0,false
1972,artificial arguments,7.821486444625769e-10,Google Books Ngram Viewer,en,0,false
1973,artificial arguments,5.844825734513392e-10,Google Books Ngram Viewer,en,0,false
1974,artificial arguments,5.92266360954774e-10,Google Books Ngram Viewer,en,0,false
1975,artificial arguments,3.456179231697831e-10,Google Books Ngram Viewer,en,0,false
1976,artificial arguments,6.582255851483865e-10,Google Books Ngram Viewer,en,0,false
1977,artificial arguments,5.989851392662615e-10,Google Books Ngram Viewer,en,0,false
1978,artificial arguments,6.324382822997521e-10,Google Books Ngram Viewer,en,0,false
1979,artificial arguments,3.001035808747332e-10,Google Books Ngram Viewer,en,0,false
1980,artificial arguments,6.992259549143398e-10,Google Books Ngram Viewer,en,0,false
1981,artificial arguments,3.730977575500116e-10,Google Books Ngram Viewer,en,0,false
1982,artificial arguments,1.0293902882874129e-9,Google Books Ngram Viewer,en,0,false
1983,artificial arguments,5.196882368885269e-10,Google Books Ngram Viewer,en,0,false
1984,artificial arguments,6.083422272873396e-10,Google Books Ngram Viewer,en,0,false
1985,artificial arguments,7.088208561767395e-10,Google Books Ngram Viewer,en,0,false
1986,artificial arguments,7.110604674509524e-10,Google Books Ngram Viewer,en,0,false
1987,artificial arguments,4.5857495925560876e-10,Google Books Ngram Viewer,en,0,false
1988,artificial arguments,4.4858007933190613e-10,Google Books Ngram Viewer,en,0,false
1989,artificial arguments,4.708133570507922e-10,Google Books Ngram Viewer,en,0,false
1990,artificial arguments,1.3779098695376746e-10,Google Books Ngram Viewer,en,0,false
1991,artificial arguments,3.2421165752083425e-10,Google Books Ngram Viewer,en,0,false
1992,artificial arguments,4.078807673557616e-10,Google Books Ngram Viewer,en,0,false
1993,artificial arguments,2.715407065867481e-10,Google Books Ngram Viewer,en,0,false
1994,artificial arguments,1.3679085988926865e-10,Google Books Ngram Viewer,en,0,false
1995,artificial arguments,5.408816727836552e-10,Google Books Ngram Viewer,en,0,false
1996,artificial arguments,5.990082596607493e-10,Google Books Ngram Viewer,en,0,false
1997,artificial arguments,5.145991410770989e-10,Google Books Ngram Viewer,en,0,false
1998,artificial arguments,6.603354807399597e-10,Google Books Ngram Viewer,en,0,false
1999,artificial arguments,6.539407661210195e-10,Google Books Ngram Viewer,en,0,false
2000,artificial arguments,4.031616915312064e-10,Google Books Ngram Viewer,en,0,false
2001,artificial arguments,4.5968593168077554e-10,Google Books Ngram Viewer,en,0,false
2002,artificial arguments,3.6076025500264564e-10,Google Books Ngram Viewer,en,0,false
2003,artificial arguments,6.09286926467334e-10,Google Books Ngram Viewer,en,0,false
2004,artificial arguments,5.782659906472531e-10,Google Books Ngram Viewer,en,0,false
2005,artificial arguments,9.292355773737881e-10,Google Books Ngram Viewer,en,0,false
2006,artificial arguments,5.05312236498412e-10,Google Books Ngram Viewer,en,0,false
2007,artificial arguments,5.851578110949163e-10,Google Books Ngram Viewer,en,0,false
2008,artificial arguments,4.765400296591338e-10,Google Books Ngram Viewer,en,0,false
2009,artificial arguments,5.020683521705926e-10,Google Books Ngram Viewer,en,0,false
2010,artificial arguments,7.968909074285158e-10,Google Books Ngram Viewer,en,0,false
2011,artificial arguments,4.394862251899667e-10,Google Books Ngram Viewer,en,0,false
2012,artificial arguments,4.300468869899987e-10,Google Books Ngram Viewer,en,0,false
2013,artificial arguments,3.8677469560433053e-10,Google Books Ngram Viewer,en,0,false
2014,artificial arguments,6.104787786398447e-10,Google Books Ngram Viewer,en,0,false
2015,artificial arguments,3.7475411662768465e-10,Google Books Ngram Viewer,en,0,false
2016,artificial arguments,6.744463321162186e-10,Google Books Ngram Viewer,en,0,false
2017,artificial arguments,5.212484333050327e-10,Google Books Ngram Viewer,en,0,false
2018,artificial arguments,6.634585103526547e-10,Google Books Ngram Viewer,en,0,false
2019,artificial arguments,7.182372543934612e-10,Google Books Ngram Viewer,en,0,false
1800,artificial lines,1.3644586349670362e-8,Google Books Ngram Viewer,en,0,false
1801,artificial lines,1.0196898436731772e-8,Google Books Ngram Viewer,en,0,false
1802,artificial lines,1.0661608484952012e-8,Google Books Ngram Viewer,en,0,false
1803,artificial lines,1.9351378277576714e-9,Google Books Ngram Viewer,en,0,false
1804,artificial lines,5.841044092846914e-9,Google Books Ngram Viewer,en,0,false
1805,artificial lines,2.5779223200572687e-9,Google Books Ngram Viewer,en,0,false
1806,artificial lines,6.335453495154297e-9,Google Books Ngram Viewer,en,0,false
1807,artificial lines,4.3056274989794474e-8,Google Books Ngram Viewer,en,0,false
1808,artificial lines,4.185975566173283e-9,Google Books Ngram Viewer,en,0,false
1809,artificial lines,3.829176975500559e-9,Google Books Ngram Viewer,en,0,false
1810,artificial lines,1.62538593695416e-8,Google Books Ngram Viewer,en,0,false
1811,artificial lines,3.556754002431717e-9,Google Books Ngram Viewer,en,0,false
1812,artificial lines,8.500727011195863e-9,Google Books Ngram Viewer,en,0,false
1813,artificial lines,2.3149708816561088e-8,Google Books Ngram Viewer,en,0,false
1814,artificial lines,0,Google Books Ngram Viewer,en,0,false
1815,artificial lines,2.172172552938889e-8,Google Books Ngram Viewer,en,0,false
1816,artificial lines,1.3649525953951525e-8,Google Books Ngram Viewer,en,0,false
1817,artificial lines,9.950452461993109e-9,Google Books Ngram Viewer,en,0,false
1818,artificial lines,1.0652499327079568e-8,Google Books Ngram Viewer,en,0,false
1819,artificial lines,4.521762975162602e-8,Google Books Ngram Viewer,en,0,false
1820,artificial lines,4.52461179634156e-9,Google Books Ngram Viewer,en,0,false
1821,artificial lines,2.4654765340414997e-8,Google Books Ngram Viewer,en,0,false
1822,artificial lines,4.216468063589218e-9,Google Books Ngram Viewer,en,0,false
1823,artificial lines,1.3302368095935435e-8,Google Books Ngram Viewer,en,0,false
1824,artificial lines,1.113210323921976e-8,Google Books Ngram Viewer,en,0,false
1825,artificial lines,3.281858451664732e-9,Google Books Ngram Viewer,en,0,false
1826,artificial lines,3.579870400116647e-9,Google Books Ngram Viewer,en,0,false
1827,artificial lines,1.2530260384835401e-8,Google Books Ngram Viewer,en,0,false
1828,artificial lines,2.443385793693409e-8,Google Books Ngram Viewer,en,0,false
1829,artificial lines,6.600801016887203e-9,Google Books Ngram Viewer,en,0,false
1830,artificial lines,1.9938591777624026e-8,Google Books Ngram Viewer,en,0,false
1831,artificial lines,4.921375973410136e-9,Google Books Ngram Viewer,en,0,false
1832,artificial lines,2.3340746613254026e-8,Google Books Ngram Viewer,en,0,false
1833,artificial lines,1.0593888877252766e-8,Google Books Ngram Viewer,en,0,false
1834,artificial lines,1.4543772297592739e-8,Google Books Ngram Viewer,en,0,false
1835,artificial lines,1.6830573046355823e-8,Google Books Ngram Viewer,en,0,false
1836,artificial lines,5.853781015474624e-9,Google Books Ngram Viewer,en,0,false
1837,artificial lines,5.393147262111597e-9,Google Books Ngram Viewer,en,0,false
1838,artificial lines,6.844380506798586e-9,Google Books Ngram Viewer,en,0,false
1839,artificial lines,2.006699550971547e-8,Google Books Ngram Viewer,en,0,false
1840,artificial lines,1.3690655109588334e-8,Google Books Ngram Viewer,en,0,false
1841,artificial lines,9.958693869549506e-9,Google Books Ngram Viewer,en,0,false
1842,artificial lines,7.770663223993779e-9,Google Books Ngram Viewer,en,0,false
1843,artificial lines,5.817768600202555e-9,Google Books Ngram Viewer,en,0,false
1844,artificial lines,2.4565379952434796e-8,Google Books Ngram Viewer,en,0,false
1845,artificial lines,1.0069270306445333e-8,Google Books Ngram Viewer,en,0,false
1846,artificial lines,1.0651236448389056e-8,Google Books Ngram Viewer,en,0,false
1847,artificial lines,1.5637446837413194e-8,Google Books Ngram Viewer,en,0,false
1848,artificial lines,1.311440434026423e-8,Google Books Ngram Viewer,en,0,false
1849,artificial lines,1.1607455441264847e-8,Google Books Ngram Viewer,en,0,false
1850,artificial lines,2.6618494908259294e-8,Google Books Ngram Viewer,en,0,false
1851,artificial lines,3.916044208351899e-8,Google Books Ngram Viewer,en,0,false
1852,artificial lines,6.098877824989302e-8,Google Books Ngram Viewer,en,0,false
1853,artificial lines,4.6118521668248036e-8,Google Books Ngram Viewer,en,0,false
1854,artificial lines,3.401926296220381e-8,Google Books Ngram Viewer,en,0,false
1855,artificial lines,1.147816375279831e-8,Google Books Ngram Viewer,en,0,false
1856,artificial lines,1.3196287868000312e-8,Google Books Ngram Viewer,en,0,false
1857,artificial lines,6.358111176441028e-9,Google Books Ngram Viewer,en,0,false
1858,artificial lines,1.4840234707769184e-8,Google Books Ngram Viewer,en,0,false
1859,artificial lines,8.094241055189855e-9,Google Books Ngram Viewer,en,0,false
1860,artificial lines,8.835666476247894e-9,Google Books Ngram Viewer,en,0,false
1861,artificial lines,1.8030158560611298e-8,Google Books Ngram Viewer,en,0,false
1862,artificial lines,1.1483908601839232e-8,Google Books Ngram Viewer,en,0,false
1863,artificial lines,1.3191731929040884e-8,Google Books Ngram Viewer,en,0,false
1864,artificial lines,6.751801451265749e-9,Google Books Ngram Viewer,en,0,false
1865,artificial lines,4.678965437321381e-9,Google Books Ngram Viewer,en,0,false
1866,artificial lines,5.616046683254439e-9,Google Books Ngram Viewer,en,0,false
1867,artificial lines,4.414955068199333e-8,Google Books Ngram Viewer,en,0,false
1868,artificial lines,1.363199447768082e-8,Google Books Ngram Viewer,en,0,false
1869,artificial lines,8.832000242264826e-9,Google Books Ngram Viewer,en,0,false
1870,artificial lines,6.748273218004641e-9,Google Books Ngram Viewer,en,0,false
1871,artificial lines,1.3931515940868167e-8,Google Books Ngram Viewer,en,0,false
1872,artificial lines,2.53955770579406e-8,Google Books Ngram Viewer,en,0,false
1873,artificial lines,1.2215763511846944e-8,Google Books Ngram Viewer,en,0,false
1874,artificial lines,9.452082228023073e-9,Google Books Ngram Viewer,en,0,false
1875,artificial lines,9.569956938015878e-9,Google Books Ngram Viewer,en,0,false
1876,artificial lines,1.76892547276708e-8,Google Books Ngram Viewer,en,0,false
1877,artificial lines,1.6575671057950103e-8,Google Books Ngram Viewer,en,0,false
1878,artificial lines,1.3654929686968131e-8,Google Books Ngram Viewer,en,0,false
1879,artificial lines,2.864517162359803e-8,Google Books Ngram Viewer,en,0,false
1880,artificial lines,2.6524369090008548e-8,Google Books Ngram Viewer,en,0,false
1881,artificial lines,3.191499498012007e-8,Google Books Ngram Viewer,en,0,false
1882,artificial lines,4.655738439218737e-8,Google Books Ngram Viewer,en,0,false
1883,artificial lines,2.3326748088692284e-8,Google Books Ngram Viewer,en,0,false
1884,artificial lines,3.1773666961387725e-8,Google Books Ngram Viewer,en,0,false
1885,artificial lines,3.241268287101917e-8,Google Books Ngram Viewer,en,0,false
1886,artificial lines,3.3887244690888885e-8,Google Books Ngram Viewer,en,0,false
1887,artificial lines,2.3330893772488537e-8,Google Books Ngram Viewer,en,0,false
1888,artificial lines,2.2430650781224415e-8,Google Books Ngram Viewer,en,0,false
1889,artificial lines,1.653407011303898e-8,Google Books Ngram Viewer,en,0,false
1890,artificial lines,1.7262995088973554e-8,Google Books Ngram Viewer,en,0,false
1891,artificial lines,1.6803486296845804e-8,Google Books Ngram Viewer,en,0,false
1892,artificial lines,2.2428623472348086e-8,Google Books Ngram Viewer,en,0,false
1893,artificial lines,2.531885241741083e-8,Google Books Ngram Viewer,en,0,false
1894,artificial lines,2.0205361717096082e-8,Google Books Ngram Viewer,en,0,false
1895,artificial lines,1.9182514715554433e-8,Google Books Ngram Viewer,en,0,false
1896,artificial lines,1.3392282241508902e-8,Google Books Ngram Viewer,en,0,false
1897,artificial lines,1.4345587967534712e-8,Google Books Ngram Viewer,en,0,false
1898,artificial lines,1.4871854692177777e-8,Google Books Ngram Viewer,en,0,false
1899,artificial lines,1.3421274591696175e-8,Google Books Ngram Viewer,en,0,false
1900,artificial lines,1.0196368527282118e-8,Google Books Ngram Viewer,en,0,false
1901,artificial lines,1.4035209758289646e-8,Google Books Ngram Viewer,en,0,false
1902,artificial lines,2.719089686742393e-8,Google Books Ngram Viewer,en,0,false
1903,artificial lines,2.041107384498364e-8,Google Books Ngram Viewer,en,0,false
1904,artificial lines,1.8152046976638303e-8,Google Books Ngram Viewer,en,0,false
1905,artificial lines,3.838788190102527e-8,Google Books Ngram Viewer,en,0,false
1906,artificial lines,2.909533947104137e-8,Google Books Ngram Viewer,en,0,false
1907,artificial lines,1.3711583951581119e-8,Google Books Ngram Viewer,en,0,false
1908,artificial lines,1.8661137662911997e-8,Google Books Ngram Viewer,en,0,false
1909,artificial lines,5.339001257764764e-8,Google Books Ngram Viewer,en,0,false
1910,artificial lines,3.520334423967597e-8,Google Books Ngram Viewer,en,0,false
1911,artificial lines,2.7096359989098318e-8,Google Books Ngram Viewer,en,0,false
1912,artificial lines,2.568708190597846e-8,Google Books Ngram Viewer,en,0,false
1913,artificial lines,3.185169178410163e-8,Google Books Ngram Viewer,en,0,false
1914,artificial lines,1.705271390761709e-8,Google Books Ngram Viewer,en,0,false
1915,artificial lines,2.4013191712857207e-8,Google Books Ngram Viewer,en,0,false
1916,artificial lines,2.7718740081006388e-8,Google Books Ngram Viewer,en,0,false
1917,artificial lines,3.764209766110582e-8,Google Books Ngram Viewer,en,0,false
1918,artificial lines,2.527233405880125e-8,Google Books Ngram Viewer,en,0,false
1919,artificial lines,3.961614086778198e-8,Google Books Ngram Viewer,en,0,false
1920,artificial lines,2.462737103137158e-8,Google Books Ngram Viewer,en,0,false
1921,artificial lines,3.000260828667223e-8,Google Books Ngram Viewer,en,0,false
1922,artificial lines,3.7191896506971744e-8,Google Books Ngram Viewer,en,0,false
1923,artificial lines,5.0003931204023466e-8,Google Books Ngram Viewer,en,0,false
1924,artificial lines,3.7888774340189e-8,Google Books Ngram Viewer,en,0,false
1925,artificial lines,5.985620932236202e-8,Google Books Ngram Viewer,en,0,false
1926,artificial lines,3.432823036941812e-8,Google Books Ngram Viewer,en,0,false
1927,artificial lines,2.505002627550823e-8,Google Books Ngram Viewer,en,0,false
1928,artificial lines,4.0464739226031554e-8,Google Books Ngram Viewer,en,0,false
1929,artificial lines,4.115974183704907e-8,Google Books Ngram Viewer,en,0,false
1930,artificial lines,4.452083957051656e-8,Google Books Ngram Viewer,en,0,false
1931,artificial lines,3.255669200896705e-8,Google Books Ngram Viewer,en,0,false
1932,artificial lines,2.75466131571811e-8,Google Books Ngram Viewer,en,0,false
1933,artificial lines,2.407393018266646e-8,Google Books Ngram Viewer,en,0,false
1934,artificial lines,1.957008012587469e-8,Google Books Ngram Viewer,en,0,false
1935,artificial lines,2.7833666260690393e-8,Google Books Ngram Viewer,en,0,false
1936,artificial lines,1.7510794814157293e-8,Google Books Ngram Viewer,en,0,false
1937,artificial lines,2.9555864367036833e-8,Google Books Ngram Viewer,en,0,false
1938,artificial lines,1.5932961228148912e-8,Google Books Ngram Viewer,en,0,false
1939,artificial lines,2.2592467611992628e-8,Google Books Ngram Viewer,en,0,false
1940,artificial lines,1.509427609291958e-8,Google Books Ngram Viewer,en,0,false
1941,artificial lines,2.2413223721429176e-8,Google Books Ngram Viewer,en,0,false
1942,artificial lines,2.1482520790039317e-8,Google Books Ngram Viewer,en,0,false
1943,artificial lines,1.5528870356273927e-8,Google Books Ngram Viewer,en,0,false
1944,artificial lines,1.7687560527335222e-8,Google Books Ngram Viewer,en,0,false
1945,artificial lines,1.102787910989278e-8,Google Books Ngram Viewer,en,0,false
1946,artificial lines,1.620315231987135e-8,Google Books Ngram Viewer,en,0,false
1947,artificial lines,1.4487253251205257e-8,Google Books Ngram Viewer,en,0,false
1948,artificial lines,1.892636575240303e-8,Google Books Ngram Viewer,en,0,false
1949,artificial lines,1.585324926889342e-8,Google Books Ngram Viewer,en,0,false
1950,artificial lines,1.788243073064244e-8,Google Books Ngram Viewer,en,0,false
1951,artificial lines,1.3418656019670294e-8,Google Books Ngram Viewer,en,0,false
1952,artificial lines,1.661534140828813e-8,Google Books Ngram Viewer,en,0,false
1953,artificial lines,1.5215487814135287e-8,Google Books Ngram Viewer,en,0,false
1954,artificial lines,1.4967245220987024e-8,Google Books Ngram Viewer,en,0,false
1955,artificial lines,1.5372281801651067e-8,Google Books Ngram Viewer,en,0,false
1956,artificial lines,1.0237432956916592e-8,Google Books Ngram Viewer,en,0,false
1957,artificial lines,9.283554813777073e-9,Google Books Ngram Viewer,en,0,false
1958,artificial lines,1.5777984002651735e-8,Google Books Ngram Viewer,en,0,false
1959,artificial lines,1.7203165225687655e-8,Google Books Ngram Viewer,en,0,false
