year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1844,artificial image,3.9990153410940366e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1845,artificial image,2.5173174655890307e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1846,artificial image,9.129631273196992e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1847,artificial image,1.5133012620793806e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1848,artificial image,1.6393004731440897e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1849,artificial image,2.638058216319905e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1850,artificial image,2.8519817618644083e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1851,artificial image,4.951320242696511e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1852,artificial image,7.623596864902993e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1853,artificial image,7.951469482847529e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1854,artificial image,7.604305629627106e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1855,artificial image,2.4596065184567806e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1856,artificial image,5.773375999496011e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1857,artificial image,1.6954962989146338e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1858,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1859,artificial image,2.428272249943575e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1860,artificial image,2.6891158189101816e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1861,artificial image,9.015079238672286e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1862,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1863,artificial image,1.884533196161442e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1864,artificial image,4.219875837652154e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1865,artificial image,2.552162925439916e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1866,artificial image,1.8720156536033983e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1867,artificial image,7.178788674622183e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1868,artificial image,2.2191619653000316e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1869,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1870,artificial image,6.134793784084991e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1871,artificial image,1.7414394370973696e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1872,artificial image,1.2697788376314634e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1873,artificial image,6.42934927519434e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1874,artificial image,3.0490587832332494e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1875,artificial image,9.261248434810909e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1876,artificial image,2.282484423687947e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1877,artificial image,5.919882362093176e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1878,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1879,artificial image,2.728111625494023e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1880,artificial image,1.2511494063005557e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1881,artificial image,2.5947149984162365e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1882,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1883,artificial image,7.140841251640495e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1884,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1885,artificial image,6.706072364082161e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1886,artificial image,2.9368945053676043e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1887,artificial image,4.280897858421895e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1888,artificial image,2.183514702380762e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1889,artificial image,9.502338915723385e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1890,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1891,artificial image,9.440160875229253e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1892,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1893,artificial image,3.4683358962617206e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1894,artificial image,5.225524457586062e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1895,artificial image,1.598542825886895e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1896,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1897,artificial image,7.712681604488125e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1898,artificial image,1.5022075250392675e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1899,artificial image,5.651062950917662e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1900,artificial image,9.516610832704941e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1901,artificial image,1.2995564346862665e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1902,artificial image,1.3009998633961573e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1903,artificial image,2.535537058090398e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1904,artificial image,1.0014922224854672e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1905,artificial image,7.26584570287514e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1906,artificial image,1.1500134178277222e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1907,artificial image,2.3640661650503603e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1908,artificial image,2.2483298556252862e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1909,artificial image,5.561459626157728e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1910,artificial image,3.1061775374041645e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1911,artificial image,9.540971485089145e-11,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1912,artificial image,1.0034016673099444e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1913,artificial image,9.770457359836726e-11,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1914,artificial image,3.7894920534853327e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1915,artificial image,3.9855918565478987e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1916,artificial image,9.899549929803797e-11,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1917,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1918,artificial image,3.226255373967035e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1919,artificial image,2.0058804617306691e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1920,artificial image,9.582634685756375e-11,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1921,artificial image,5.732982422124167e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1922,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1923,artificial image,3.7223768512006927e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1924,artificial image,2.649564734280574e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1925,artificial image,3.9639874716002055e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1926,artificial image,3.691207894895854e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1927,artificial image,6.262506624388209e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1928,artificial image,5.915897771657797e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1929,artificial image,6.879065650444716e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1930,artificial image,3.4781905133840496e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1931,artificial image,1.5609372683300649e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1932,artificial image,3.6566299987939033e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1933,artificial image,1.3678369548131286e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1934,artificial image,2.609344129655966e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1935,artificial image,2.463156345555717e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1936,artificial image,1.0240230885472101e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1937,artificial image,2.291152267908103e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1938,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1939,artificial image,6.61242928468031e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1940,artificial image,3.379315577367592e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1941,artificial image,6.791885942547538e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1942,artificial image,3.6411051951290574e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1943,artificial image,0,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1944,artificial image,1.3199671911046096e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1945,artificial image,1.2675722971255965e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1946,artificial image,1.0521527399331987e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1947,artificial image,6.898692173074039e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1948,artificial image,2.8248306471745366e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1949,artificial image,2.6276103515243676e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1950,artificial image,1.1921620218791062e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1951,artificial image,8.770363602028652e-11,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1952,artificial image,5.24695009662679e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1953,artificial image,5.788500512249328e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1954,artificial image,5.161119309704532e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1955,artificial image,2.4272023280147437e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1956,artificial image,3.125933678571613e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1957,artificial image,2.2460212856234563e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1958,artificial image,7.622214526215032e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1959,artificial image,1.2639059798758012e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1960,artificial image,9.257626540359887e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1961,artificial image,1.7679145716820166e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1962,artificial image,2.549991551248354e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1963,artificial image,1.6283882020573515e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1964,artificial image,1.5507856110374973e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1965,artificial image,2.3849451302737634e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1966,artificial image,1.637819851962874e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1967,artificial image,2.5979635109862897e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1968,artificial image,1.0600255673232084e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1969,artificial image,2.2447790848367788e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1970,artificial image,2.0938002442960624e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1971,artificial image,2.605114346465598e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1972,artificial image,1.504132041141304e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1973,artificial image,1.1689651469026785e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1974,artificial image,7.699462872823304e-10,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1975,artificial image,1.4400746151110866e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1976,artificial image,4.059057645555697e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1977,artificial image,1.2524234982436155e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1978,artificial image,2.1608306394194088e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1979,artificial image,1.400483447960843e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1980,artificial image,2.3666109245923383e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1981,artificial image,3.5177789813045646e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1982,artificial image,1.246103980417912e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1983,artificial image,3.066160686460151e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1984,artificial image,3.0417111746006142e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1985,artificial image,3.1390639254613717e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1986,artificial image,1.8792311803905726e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1987,artificial image,2.2928747546446804e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1988,artificial image,3.837851869636921e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1989,artificial image,2.777798765313255e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1990,artificial image,3.812217347354263e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1991,artificial image,3.5663281217068743e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1992,artificial image,4.577328335808595e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1993,artificial image,4.208881132505837e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1994,artificial image,7.797079065730017e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1995,artificial image,5.408816644569825e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1996,artificial image,5.2989193588537375e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1997,artificial image,5.005646199623959e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1998,artificial image,5.754352022657727e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
1999,artificial image,4.29732493339996e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2000,artificial image,5.106714717761918e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2001,artificial image,5.700105814437917e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2002,artificial image,5.005548392444936e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2003,artificial image,8.617057734028322e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2004,artificial image,6.4054082871134455e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2005,artificial image,7.619731956509668e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2006,artificial image,6.982496358887147e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2007,artificial image,7.33697885779705e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2008,artificial image,7.291062219250133e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2009,artificial image,6.175440561695389e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2010,artificial image,5.926875934481046e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2011,artificial image,7.568929569906624e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2012,artificial image,6.164005195152811e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2013,artificial image,5.133554987352129e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2014,artificial image,5.3722135316680575e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2015,artificial image,6.698729848597651e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2016,artificial image,5.440533579204043e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2017,artificial image,6.1681064006391395e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2018,artificial image,9.28841879799247e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
2019,artificial image,7.469667169524019e-9,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,"image/manufactured-perception phrase from existing test set, now Chart 3 relevant"
