year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
1820,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1821,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1822,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1823,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1824,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1825,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1826,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1827,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1828,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1829,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1830,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1831,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1832,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1833,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1834,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1835,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1836,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1837,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1838,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1839,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1840,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1841,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1842,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1843,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1844,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1845,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1846,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1847,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1848,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1849,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1850,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1851,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1852,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1853,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1854,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1855,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1856,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1857,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1858,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1859,artificial consciousness,1.61884816662905e-9,0.00161884816662905,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1860,artificial consciousness,7.683187974727446e-10,0.0007683187974727446,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1861,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1862,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1863,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1864,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1865,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1866,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1867,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1868,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1869,artificial consciousness,3.532800163519312e-10,0.0003532800163519312,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1870,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1871,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1872,artificial consciousness,2.2221129380994853e-9,0.0022221129380994853,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1873,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1874,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1875,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1876,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1877,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1878,artificial consciousness,2.7309859929047775e-10,0.00027309859929047775,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1879,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1880,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1881,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1882,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1883,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1884,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1885,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1886,artificial consciousness,4.5182993457792975e-10,0.00045182993457792975,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1887,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1888,artificial consciousness,3.97002680729841e-10,0.000397002680729841,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1889,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1890,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1891,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1892,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1893,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1894,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1895,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1896,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1897,artificial consciousness,1.079775491241719e-9,0.001079775491241719,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1898,artificial consciousness,3.004415050078535e-10,0.0003004415050078535,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1899,artificial consciousness,2.825531475458831e-10,0.0002825531475458831,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1900,artificial consciousness,4.078547499730689e-10,0.0004078547499730689,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1901,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1902,artificial consciousness,2.6019997267923145e-10,0.00026019997267923145,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1903,artificial consciousness,2.535537058090398e-10,0.0002535537058090398,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1904,artificial consciousness,2.503730556213668e-10,0.0002503730556213668,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1905,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1906,artificial consciousness,3.4500402534831665e-10,0.00034500402534831665,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1907,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1908,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1909,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1910,artificial consciousness,2.0707849324175243e-10,0.00020707849324175243,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1911,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1912,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1913,artificial consciousness,1.9540914719673452e-10,0.00019540914719673452,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1914,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1915,artificial consciousness,1.9927959282739494e-10,0.00019927959282739494,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1916,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1917,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1918,artificial consciousness,1.0754185042483044e-10,0.00010754185042483044,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1919,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1920,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1921,artificial consciousness,1.1465964844248333e-9,0.0011465964844248333,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1922,artificial consciousness,2.839076196359258e-10,0.0002839076196359258,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1923,artificial consciousness,1.240792329992857e-10,0.0001240792329992857,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1924,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1925,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1926,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1927,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1928,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1929,artificial consciousness,1.146510941740786e-10,0.0001146510941740786,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1930,artificial consciousness,1.1593968146650369e-10,0.00011593968146650369,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1931,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1932,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1933,artificial consciousness,1.3678369548131286e-10,0.00013678369548131286,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1934,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1935,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1936,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1937,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1938,artificial consciousness,1.1462562149455735e-10,0.00011462562149455735,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1939,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1940,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1941,artificial consciousness,2.2639619345898865e-10,0.00022639619345898865,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1942,artificial consciousness,1.2137017779689785e-10,0.00012137017779689785,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1943,artificial consciousness,1.2833777096599164e-10,0.00012833777096599164,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1944,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1945,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1946,artificial consciousness,2.1043054798663974e-10,0.00021043054798663974,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1947,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1948,artificial consciousness,9.416101925951992e-11,0.00009416101925951992,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1949,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1950,artificial consciousness,1.7030886423352598e-10,0.00017030886423352598,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1951,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1952,artificial consciousness,1.7489833192829707e-10,0.00017489833192829707,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1953,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1954,artificial consciousness,8.601865053581292e-11,0.00008601865053581292,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1955,artificial consciousness,8.090674658012276e-11,0.00008090674658012276,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1956,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1957,artificial consciousness,4.4920425712469125e-10,0.00044920425712469125,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1958,artificial consciousness,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1959,artificial consciousness,3.510849944099448e-10,0.0003510849944099448,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1960,artificial consciousness,6.61259033640782e-11,0.0000661259033640782,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1961,artificial consciousness,1.262796117673659e-10,0.0001262796117673659,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1962,artificial consciousness,3.1097457942053097e-10,0.00031097457942053097,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1963,artificial consciousness,4.2217471185601596e-10,0.00042217471185601596,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1964,artificial consciousness,4.4308160612738234e-10,0.00044308160612738234,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1965,artificial consciousness,7.014544500805187e-11,0.00007014544500805187,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1966,artificial consciousness,2.047274849648062e-10,0.0002047274849648062,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1967,artificial consciousness,4.2292427893109164e-10,0.00042292427893109164,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1968,artificial consciousness,1.177806185914676e-10,0.0001177806185914676,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1969,artificial consciousness,6.066970537066396e-10,0.0006066970537066396,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1970,artificial consciousness,4.187600405325398e-10,0.0004187600405325398,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1971,artificial consciousness,1.1841429226056022e-10,0.00011841429226056022,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1972,artificial consciousness,5.414875423048748e-10,0.0005414875423048748,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1973,artificial consciousness,6.429308335720307e-10,0.0006429308335720307,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1974,artificial consciousness,1.7767991244976855e-10,0.00017767991244976855,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1975,artificial consciousness,2.8801493134889e-10,0.00028801493134889,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1976,artificial consciousness,7.130776802366512e-10,0.0007130776802366512,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1977,artificial consciousness,2.5593001676260663e-9,0.0025593001676260663,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1978,artificial consciousness,4.743287013164732e-10,0.0004743287013164732,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1979,artificial consciousness,8.002762272307784e-10,0.0008002762272307784,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1980,artificial consciousness,1.1295188187543381e-9,0.0011295188187543381,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1981,artificial consciousness,1.3857917070814185e-9,0.0013857917070814185,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1982,artificial consciousness,9.210333849762886e-10,0.0009210333849762886,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1983,artificial consciousness,9.354388652571544e-10,0.0009354388652571544,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1984,artificial consciousness,2.0278075399393636e-10,0.00020278075399393636,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1985,artificial consciousness,7.594509535135963e-10,0.0007594509535135963,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1986,artificial consciousness,7.618504577200369e-10,0.0007618504577200369,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1987,artificial consciousness,4.076221894744325e-10,0.0004076221894744325,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1988,artificial consciousness,1.3955825106659603e-9,0.0013955825106659603,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1989,artificial consciousness,1.5536840321239698e-9,0.0015536840321239698,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1990,artificial consciousness,7.348852637534264e-10,0.0007348852637534264,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1991,artificial consciousness,5.094754618184538e-10,0.0005094754618184538,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1992,artificial consciousness,9.064017141013903e-10,0.0009064017141013903,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1993,artificial consciousness,1.04090602803808e-9,0.00104090602803808,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1994,artificial consciousness,1.3679086058315804e-9,0.0013679086058315804,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
1995,artificial consciousness,3.470657428117363e-9,0.003470657428117363,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix consciousness candidate,Google Books Ngram Viewer,en,0,false
